Namespace(batch_size=4, checkpoint='', checkpoint_dir='checkpoints', data_list='train_pairs.txt', datamode='train', dataroot='data', decay_step=100000, display_count=20, fine_height=256, fine_width=192, gpu_ids='0', grid_size=5, keep_step=100000, lr=0.0001, name='tom_train_new', radius=5, save_count=5000, shuffle=True, stage='TOM', tensorboard_dir='tensorboard', workers=0)
Start to train stage: TOM, named: tom_train_new!
step:       20, time: 1.113, loss: 1.4107, l1: 0.2117, vgg: 0.8436, mask: 0.3555
step:       40, time: 1.097, loss: 1.3059, l1: 0.2004, vgg: 0.7592, mask: 0.3463
step:       60, time: 1.100, loss: 1.3540, l1: 0.2075, vgg: 0.7777, mask: 0.3687
step:       80, time: 1.123, loss: 1.3027, l1: 0.1889, vgg: 0.7567, mask: 0.3572
step:      100, time: 1.089, loss: 1.2507, l1: 0.1969, vgg: 0.7010, mask: 0.3528
step:      120, time: 1.075, loss: 1.2627, l1: 0.2213, vgg: 0.6837, mask: 0.3577
step:      140, time: 1.111, loss: 1.3455, l1: 0.2101, vgg: 0.7924, mask: 0.3430
step:      160, time: 1.097, loss: 1.3201, l1: 0.2075, vgg: 0.7598, mask: 0.3528
step:      180, time: 1.087, loss: 1.1541, l1: 0.1758, vgg: 0.6323, mask: 0.3460
step:      200, time: 1.102, loss: 1.2971, l1: 0.1991, vgg: 0.7547, mask: 0.3434
step:      220, time: 1.083, loss: 1.2599, l1: 0.1931, vgg: 0.6859, mask: 0.3808
step:      240, time: 1.091, loss: 1.1250, l1: 0.1436, vgg: 0.6528, mask: 0.3286
step:      260, time: 1.114, loss: 1.2448, l1: 0.1796, vgg: 0.7265, mask: 0.3386
step:      280, time: 1.117, loss: 1.2703, l1: 0.1977, vgg: 0.7358, mask: 0.3368
step:      300, time: 1.074, loss: 1.2112, l1: 0.1745, vgg: 0.7012, mask: 0.3355
step:      320, time: 1.084, loss: 1.1675, l1: 0.1662, vgg: 0.6539, mask: 0.3474
step:      340, time: 1.088, loss: 1.2236, l1: 0.1695, vgg: 0.7209, mask: 0.3332
step:      360, time: 1.070, loss: 1.0882, l1: 0.1592, vgg: 0.5822, mask: 0.3467
step:      380, time: 1.090, loss: 1.2337, l1: 0.1976, vgg: 0.6741, mask: 0.3620
step:      400, time: 1.086, loss: 1.1666, l1: 0.1702, vgg: 0.6534, mask: 0.3430
step:      420, time: 1.106, loss: 1.1564, l1: 0.1742, vgg: 0.6613, mask: 0.3209
step:      440, time: 1.091, loss: 1.1002, l1: 0.1683, vgg: 0.6015, mask: 0.3304
step:      460, time: 1.091, loss: 1.1036, l1: 0.1355, vgg: 0.6359, mask: 0.3322
step:      480, time: 1.074, loss: 1.1911, l1: 0.2029, vgg: 0.6331, mask: 0.3550
step:      500, time: 1.097, loss: 1.2433, l1: 0.1675, vgg: 0.7162, mask: 0.3596
step:      520, time: 1.086, loss: 1.1183, l1: 0.1712, vgg: 0.6034, mask: 0.3437
step:      540, time: 1.102, loss: 1.1987, l1: 0.1602, vgg: 0.7033, mask: 0.3352
step:      560, time: 1.066, loss: 1.1563, l1: 0.1651, vgg: 0.6261, mask: 0.3652
step:      580, time: 1.089, loss: 1.0623, l1: 0.1716, vgg: 0.5557, mask: 0.3350
step:      600, time: 1.126, loss: 1.2122, l1: 0.1776, vgg: 0.6909, mask: 0.3437
step:      620, time: 1.090, loss: 1.1336, l1: 0.1615, vgg: 0.6377, mask: 0.3343
step:      640, time: 1.096, loss: 1.1711, l1: 0.1927, vgg: 0.6109, mask: 0.3675
step:      660, time: 1.140, loss: 1.2733, l1: 0.1945, vgg: 0.7300, mask: 0.3488
step:      680, time: 1.093, loss: 1.1886, l1: 0.1839, vgg: 0.6588, mask: 0.3458
step:      700, time: 1.111, loss: 1.1083, l1: 0.1632, vgg: 0.6191, mask: 0.3260
step:      720, time: 1.085, loss: 1.1392, l1: 0.1763, vgg: 0.6090, mask: 0.3539
step:      740, time: 1.075, loss: 1.2443, l1: 0.2146, vgg: 0.6893, mask: 0.3404
step:      760, time: 1.084, loss: 1.1914, l1: 0.2154, vgg: 0.6300, mask: 0.3460
step:      780, time: 1.090, loss: 1.1020, l1: 0.1457, vgg: 0.6236, mask: 0.3327
step:      800, time: 1.085, loss: 1.0607, l1: 0.1532, vgg: 0.5773, mask: 0.3301
step:      820, time: 1.080, loss: 1.1188, l1: 0.1850, vgg: 0.5678, mask: 0.3659
step:      840, time: 1.085, loss: 1.1305, l1: 0.1692, vgg: 0.6182, mask: 0.3430
step:      860, time: 1.077, loss: 1.1642, l1: 0.1777, vgg: 0.6410, mask: 0.3454
step:      880, time: 1.119, loss: 1.1894, l1: 0.1781, vgg: 0.6404, mask: 0.3709
step:      900, time: 1.107, loss: 1.0939, l1: 0.1497, vgg: 0.5755, mask: 0.3686
step:      920, time: 1.098, loss: 1.1223, l1: 0.1903, vgg: 0.5813, mask: 0.3506
step:      940, time: 1.075, loss: 1.1149, l1: 0.1794, vgg: 0.5990, mask: 0.3365
step:      960, time: 1.116, loss: 1.2220, l1: 0.2191, vgg: 0.6703, mask: 0.3326
step:      980, time: 1.099, loss: 1.1132, l1: 0.1693, vgg: 0.5541, mask: 0.3898
step:     1000, time: 1.105, loss: 1.2402, l1: 0.2010, vgg: 0.6815, mask: 0.3577
step:     1020, time: 1.103, loss: 1.1094, l1: 0.1524, vgg: 0.6290, mask: 0.3281
step:     1040, time: 1.098, loss: 1.0707, l1: 0.1428, vgg: 0.6141, mask: 0.3137
step:     1060, time: 1.084, loss: 1.0830, l1: 0.1487, vgg: 0.5989, mask: 0.3354
step:     1080, time: 1.105, loss: 1.0738, l1: 0.1578, vgg: 0.5784, mask: 0.3376
step:     1100, time: 1.112, loss: 1.0875, l1: 0.1558, vgg: 0.5791, mask: 0.3526
step:     1120, time: 1.099, loss: 1.1228, l1: 0.1796, vgg: 0.6029, mask: 0.3403
step:     1140, time: 1.100, loss: 1.1829, l1: 0.1823, vgg: 0.6396, mask: 0.3611
step:     1160, time: 1.114, loss: 1.0503, l1: 0.1573, vgg: 0.5681, mask: 0.3249
step:     1180, time: 1.085, loss: 1.1520, l1: 0.1889, vgg: 0.6087, mask: 0.3544
step:     1200, time: 1.098, loss: 1.1112, l1: 0.1665, vgg: 0.6084, mask: 0.3363
step:     1220, time: 1.105, loss: 1.0979, l1: 0.1470, vgg: 0.6198, mask: 0.3311
step:     1240, time: 1.105, loss: 1.1143, l1: 0.1509, vgg: 0.6106, mask: 0.3529
step:     1260, time: 1.123, loss: 1.2503, l1: 0.2312, vgg: 0.6627, mask: 0.3564
step:     1280, time: 1.098, loss: 1.1788, l1: 0.1777, vgg: 0.6492, mask: 0.3519
step:     1300, time: 1.109, loss: 1.0761, l1: 0.1578, vgg: 0.5787, mask: 0.3396
step:     1320, time: 1.085, loss: 1.0457, l1: 0.1418, vgg: 0.5730, mask: 0.3308
step:     1340, time: 1.079, loss: 1.0473, l1: 0.1595, vgg: 0.5615, mask: 0.3263
step:     1360, time: 1.091, loss: 1.1426, l1: 0.1742, vgg: 0.6112, mask: 0.3572
step:     1380, time: 1.106, loss: 1.1416, l1: 0.1765, vgg: 0.6163, mask: 0.3488
step:     1400, time: 1.083, loss: 1.1535, l1: 0.1887, vgg: 0.6058, mask: 0.3591
step:     1420, time: 1.068, loss: 1.1394, l1: 0.1967, vgg: 0.5771, mask: 0.3656
step:     1440, time: 1.085, loss: 1.0370, l1: 0.1586, vgg: 0.5330, mask: 0.3454
step:     1460, time: 1.097, loss: 1.0995, l1: 0.1647, vgg: 0.5971, mask: 0.3377
step:     1480, time: 1.077, loss: 1.1353, l1: 0.1976, vgg: 0.5655, mask: 0.3722
step:     1500, time: 1.097, loss: 1.0927, l1: 0.1349, vgg: 0.6203, mask: 0.3375
step:     1520, time: 1.090, loss: 1.0724, l1: 0.1580, vgg: 0.5758, mask: 0.3386
step:     1540, time: 1.102, loss: 1.0832, l1: 0.1362, vgg: 0.5871, mask: 0.3598
step:     1560, time: 1.090, loss: 1.0879, l1: 0.1549, vgg: 0.5973, mask: 0.3356
step:     1580, time: 1.092, loss: 1.0653, l1: 0.1284, vgg: 0.5976, mask: 0.3394
step:     1600, time: 1.090, loss: 1.0185, l1: 0.1198, vgg: 0.5745, mask: 0.3242
step:     1620, time: 1.107, loss: 1.0779, l1: 0.1603, vgg: 0.5855, mask: 0.3322
step:     1640, time: 1.110, loss: 1.0486, l1: 0.1450, vgg: 0.5876, mask: 0.3160
step:     1660, time: 1.103, loss: 1.0897, l1: 0.1680, vgg: 0.6014, mask: 0.3203
step:     1680, time: 1.098, loss: 1.0651, l1: 0.1608, vgg: 0.5675, mask: 0.3369
step:     1700, time: 1.092, loss: 1.1201, l1: 0.1873, vgg: 0.5744, mask: 0.3584
step:     1720, time: 1.129, loss: 1.1880, l1: 0.1774, vgg: 0.6747, mask: 0.3360
step:     1740, time: 1.106, loss: 1.0756, l1: 0.1459, vgg: 0.5828, mask: 0.3469
step:     1760, time: 1.104, loss: 1.0827, l1: 0.1497, vgg: 0.5942, mask: 0.3388
step:     1780, time: 1.099, loss: 1.0905, l1: 0.1571, vgg: 0.5773, mask: 0.3561
step:     1800, time: 1.084, loss: 1.0696, l1: 0.1714, vgg: 0.5550, mask: 0.3432
step:     1820, time: 1.120, loss: 1.0613, l1: 0.1650, vgg: 0.5720, mask: 0.3243
step:     1840, time: 1.109, loss: 1.1136, l1: 0.1619, vgg: 0.6188, mask: 0.3329
step:     1860, time: 1.086, loss: 1.0398, l1: 0.1456, vgg: 0.5415, mask: 0.3527
step:     1880, time: 1.111, loss: 1.1121, l1: 0.1660, vgg: 0.5998, mask: 0.3463
step:     1900, time: 1.129, loss: 1.1905, l1: 0.1972, vgg: 0.6601, mask: 0.3331
step:     1920, time: 1.107, loss: 1.2003, l1: 0.1961, vgg: 0.6623, mask: 0.3419
step:     1940, time: 1.102, loss: 1.0671, l1: 0.1583, vgg: 0.5627, mask: 0.3461
step:     1960, time: 1.100, loss: 1.0944, l1: 0.1655, vgg: 0.5911, mask: 0.3378
step:     1980, time: 1.100, loss: 1.1099, l1: 0.1883, vgg: 0.5810, mask: 0.3406
step:     2000, time: 1.105, loss: 1.2154, l1: 0.1955, vgg: 0.6766, mask: 0.3433
step:     2020, time: 1.091, loss: 1.0114, l1: 0.1458, vgg: 0.5366, mask: 0.3290
step:     2040, time: 1.101, loss: 1.1125, l1: 0.1649, vgg: 0.6037, mask: 0.3439
step:     2060, time: 1.108, loss: 1.1426, l1: 0.1586, vgg: 0.6395, mask: 0.3445
step:     2080, time: 1.119, loss: 1.1372, l1: 0.1610, vgg: 0.6109, mask: 0.3652
